id,category,type,prompt,difficulty,keywords,length,created_at
,시,한 문장 시,"한 문장 시 연습 (밤의 자전거길, 단절된 리듬의 시): 주제 '밤의 자전거길'를 불연속적 이미지로 한 문장 시로 표현하세요. (단어: 빨간 신호등, 차 소리, 벽에 걸린 옷)",중간,"[빨간 신호등, 차 소리, 벽에 걸린 옷]",61,2025-07-14 20:00:00
,시,한 문장 시,"한 문장 시 연습 (골목길 카페, 단어 반복을 활용한 시): 주제 '골목길 카페'를 불안정한 흐름으로 한 문장 시를 작성하세요. (단어: 버스 엔진음, 벽시계 초침, 라면 냄새)",쉬움,"[버스 엔진음, 벽시계 초침, 라면 냄새]",51,2025-07-14 19:59:00
,시,한 문장 시,"한 문장 시 연습 (노을진 공원, 속도감 있는 단문 시): 주제 '노을진 공원'를 의성어 중심으로 한 문장 시를 작성하세요. (단어: 빨간 벽돌길, 커피잔, 빨래 냄새)",중간,"[빨간 벽돌길, 커피잔, 빨래 냄새]",55,2025-07-14 19:58:00
,시,한 문장 시,"한 문장 시 연습 (조용한 도서관, 숨결 같은 낮은 어조): 주제 '조용한 도서관'를 긴 여백을 남기는 느낌으로 한 문장 시를 작성하세요. (단어: 빨간 포스터, 골목길 소리, 동전 굴러가는 소리)",중간,"[빨간 포스터, 골목길 소리, 동전 굴러가는 소리]",34,2025-07-14 19:57:00
,시,한 문장 시,"한 문장 시 연습 (아침 출근길, 숨결 같은 낮은 어조): 주제 '아침 출근길'를 숨결 같은 낮은 어조로 한 문장 시를 작성하세요. (단어: 포장지 비닐, 노트북 불빛, 휴대폰 불빛)",어려움,"[포장지 비닐, 노트북 불빛, 휴대폰 불빛]",77,2025-07-14 19:56:00
,시,한 문장 시,"한 문장 시 연습 (밤의 자전거길, 실험적 구조의 시): 주제 '밤의 자전거길'를 도시적 감각으로 한 문장 시를 만드세요. (단어: 동전 소리, 버스 창문, 하얀 접시)",중간,"[동전 소리, 버스 창문, 하얀 접시]",32,2025-07-14 19:55:00
,시,한 문장 시,"한 문장 시 연습 (밤의 자전거길, 의성어 중심의 시): 주제 '밤의 자전거길'를 단어 반복을 활용해 한 문장 시로 만드세요. (단어: 푸른 불빛, 차량 경적, 도시의 연기)",쉬움,"[푸른 불빛, 차량 경적, 도시의 연기]",43,2025-07-14 19:54:00
,시,한 문장 시,"한 문장 시 연습 (골목길 카페, 단어 반복을 활용한 시): 주제 '골목길 카페'를 단절된 리듬으로 한 문장 시를 작성하세요. (단어: 도서관 책 냄새, 에스프레소 향, 시장 골목)",어려움,"[도서관 책 냄새, 에스프레소 향, 시장 골목]",30,2025-07-14 19:53:00
,시,한 문장 시,"한 문장 시 연습 (비 오는 창가, 실험적 구조의 시): 주제 '비 오는 창가'를 속도감 있는 단문으로 한 문장 시를 작성하세요. (단어: 주차장 불빛, 동네 서점, 캔맥주 소리)",어려움,"[주차장 불빛, 동네 서점, 캔맥주 소리]",36,2025-07-14 19:52:00
,시,한 문장 시,"한 문장 시 연습 (늦은 밤의 골목, 도시적 감각의 시): 주제 '늦은 밤의 골목'를 의성어 중심으로 한 문장 시를 작성하세요. (단어: 노란 가로등, 편의점 간판, 빨래 걸린 옥상)",중간,"[노란 가로등, 편의점 간판, 빨래 걸린 옥상]",40,2025-07-14 19:51:00
