id,category,type,prompt,difficulty,keywords,length,created_at
,시,감각 분리 시,감각 분리 시 연습: 낡은 철문. 주어진 대상의 미각적 특징만으로 4행 시를 만드세요.,쉬움,"[고요한 밤하늘, 고요한 새벽, 푸른 파도결]",113,2025-07-18 10:40:00
,시,감각 분리 시,감각 분리 시 연습: 깊은 계곡. 주어진 상황을 청각적 인상만으로 3행 시로 작성하세요.,쉬움,"[별빛의 조각, 흐린 불빛, 은빛 하늘]",50,2025-07-18 10:39:00
,시,감각 분리 시,감각 분리 시 연습: 어두운 항구. 아래 사물이나 상황을 후각만으로 묘사하는 2행 시를 작성하세요.,어려움,"[빛나는 새벽, 서리 내린 잎새, 흐린 달빛]",90,2025-07-18 10:38:00
,시,감각 분리 시,감각 분리 시 연습: 바람이 멎은 광야. 다른 감각 없이 후각적 표현만으로 3행 시를 만드세요.,어려움,"[노을빛 안개, 빛 없는 강, 붉은 초원]",64,2025-07-18 10:37:00
,시,감각 분리 시,감각 분리 시 연습: 안개 덮인 산등성이. 미각 외의 감각을 사용하지 않고 한 줄 시를 작성하세요.,어려움,"[하얀 바위, 붉은 불빛, 고요한 물결]",77,2025-07-18 10:36:00
,시,감각 분리 시,감각 분리 시 연습: 고요한 항구. 주어진 대상의 후각적 특징만으로 4행 시를 만드세요.,어려움,"[별빛 가득한 공기, 부서진 나무, 포근한 풀내음]",67,2025-07-18 10:35:00
,시,감각 분리 시,감각 분리 시 연습: 달빛 없는 들판. 주어진 사물의 미각 느낌을 3음보 형식으로 2행 시로 표현하세요.,중간,"[하얀 바람, 빛나는 강물, 검은 연기]",70,2025-07-18 10:34:00
,시,감각 분리 시,감각 분리 시 연습: 빛바랜 길목. 다른 감각 없이 청각적 표현만으로 3행 시를 만드세요.,중간,"[흐린 연기, 포근한 공기, 하얀 이슬]",52,2025-07-18 10:33:00
,시,감각 분리 시,감각 분리 시 연습: 황량한 벌판. 주어진 대상의 청각적 이미지로만 2~4행 시를 작성하세요.,쉬움,"[포근한 잎새, 희미한 잎새, 황혼빛 바람]",93,2025-07-18 10:32:00
,시,감각 분리 시,감각 분리 시 연습: 빛이 꺼진 도시. 아래 사물이나 상황을 시각만으로 묘사하는 2행 시를 작성하세요.,쉬움,"[희미한 달빛, 별빛 파도, 희미한 물결]",70,2025-07-18 10:31:00
