id,category,type,prompt,difficulty,keywords,length,created_at
,시,이미지화,시의 정서를 시각화하세요: '은하수이(가) 중심이 된 서정적이고 예술적인 장면을 그림으로 표현하세요.',어려움,"[나선계단, 백조, 은하수]",95,2025-07-22 03:57:09
,시,이미지화,시의 정서를 시각화하세요: '푸른 불꽃이(가) 중심이 된 서정적이고 예술적인 장면을 그림으로 표현하세요.',중간,"[백조, 청동, 차가운 돌]",196,2025-07-22 03:56:09
,시,이미지화,시의 정서를 시각화하세요: '차가운 돌이(가) 중심이 된 서정적이고 예술적인 장면을 그림으로 표현하세요.',중간,"[밀물, 나선계단, 깊은 바다]",261,2025-07-22 03:55:09
,시,이미지화,시의 정서를 시각화하세요: '작은 종이(가) 중심이 된 서정적이고 예술적인 장면을 그림으로 표현하세요.',중간,"[흔적, 수정, 나선계단]",91,2025-07-22 03:54:09
,시,이미지화,시의 정서를 시각화하세요: '빛의 파편이(가) 중심이 된 서정적이고 예술적인 장면을 그림으로 표현하세요.',어려움,"[작은 종, 은하수, 반딧불]",180,2025-07-22 03:53:09
,시,이미지화,시의 정서를 시각화하세요: '거품이(가) 중심이 된 서정적이고 예술적인 장면을 그림으로 표현하세요.',어려움,"[밀물, 수평선, 차가운 돌]",277,2025-07-22 03:52:09
,시,이미지화,시의 정서를 시각화하세요: '수평선이(가) 중심이 된 서정적이고 예술적인 장면을 그림으로 표현하세요.',어려움,"[흔적, 깊은 바다, 빛의 파편]",277,2025-07-22 03:51:09
,시,이미지화,시의 정서를 시각화하세요: '거품이(가) 중심이 된 서정적이고 예술적인 장면을 그림으로 표현하세요.',쉬움,"[빛의 파편, 밀물, 수정]",240,2025-07-22 03:50:09
,시,이미지화,시의 정서를 시각화하세요: '파초이(가) 중심이 된 서정적이고 예술적인 장면을 그림으로 표현하세요.',쉬움,"[빛의 파편, 해류, 나선계단]",277,2025-07-22 03:49:09
,시,이미지화,시의 정서를 시각화하세요: '파초이(가) 중심이 된 서정적이고 예술적인 장면을 그림으로 표현하세요.',쉬움,"[백조, 달의 고리, 깊은 바다]",196,2025-07-22 03:48:09
,시,이미지화,시의 정서를 시각화하세요: '파편화이(가) 중심이 된 서정적이고 예술적인 장면을 그림으로 표현하세요.',어려움,"[황금빛, 달의 고리, 거품]",199,2025-07-22 03:47:09
,시,이미지화,시의 정서를 시각화하세요: '수정이(가) 중심이 된 서정적이고 예술적인 장면을 그림으로 표현하세요.',쉬움,"[차가운 돌, 흔적, 옅은 그림자]",257,2025-07-22 03:46:09
,시,이미지화,시의 정서를 시각화하세요: '작은 종이(가) 중심이 된 서정적이고 예술적인 장면을 그림으로 표현하세요.',어려움,"[청동, 흔적, 옅은 그림자]",85,2025-07-22 03:45:09
,시,이미지화,시의 정서를 시각화하세요: '빛의 파편이(가) 중심이 된 서정적이고 예술적인 장면을 그림으로 표현하세요.',어려움,"[파편화, 밀물, 잔향]",89,2025-07-22 03:44:09
,시,이미지화,시의 정서를 시각화하세요: '황금빛이(가) 중심이 된 서정적이고 예술적인 장면을 그림으로 표현하세요.',중간,"[청동, 은빛 안개, 수정]",277,2025-07-22 03:43:09
,시,이미지화,시의 정서를 시각화하세요: '거품이(가) 중심이 된 서정적이고 예술적인 장면을 그림으로 표현하세요.',쉬움,"[바람결, 작은 종, 수정]",150,2025-07-22 03:42:09
,시,이미지화,시의 정서를 시각화하세요: '황금빛이(가) 중심이 된 서정적이고 예술적인 장면을 그림으로 표현하세요.',쉬움,"[침묵, 동굴, 환상]",178,2025-07-22 03:41:09
,시,이미지화,시의 정서를 시각화하세요: '바람결이(가) 중심이 된 서정적이고 예술적인 장면을 그림으로 표현하세요.',중간,"[잔향, 흔적, 거품]",174,2025-07-22 03:40:09
,시,이미지화,시의 정서를 시각화하세요: '잔향이(가) 중심이 된 서정적이고 예술적인 장면을 그림으로 표현하세요.',어려움,"[거품, 차가운 돌, 동굴]",142,2025-07-22 03:39:09
,시,이미지화,시의 정서를 시각화하세요: '파편화이(가) 중심이 된 서정적이고 예술적인 장면을 그림으로 표현하세요.',중간,"[백조, 거품, 깊은 바다]",82,2025-07-22 03:38:09
,시,이미지화,시의 정서를 시각화하세요: '잔향이(가) 중심이 된 서정적이고 예술적인 장면을 그림으로 표현하세요.',쉬움,"[거품, 수평선, 해류]",146,2025-07-22 03:37:09
,시,이미지화,시의 정서를 시각화하세요: '달의 고리이(가) 중심이 된 서정적이고 예술적인 장면을 그림으로 표현하세요.',어려움,"[파편화, 이끼, 바람결]",155,2025-07-22 03:36:09
,시,이미지화,시의 정서를 시각화하세요: '해류이(가) 중심이 된 서정적이고 예술적인 장면을 그림으로 표현하세요.',어려움,"[환상, 수평선, 나선계단]",97,2025-07-22 03:35:09
,시,이미지화,시의 정서를 시각화하세요: '수정이(가) 중심이 된 서정적이고 예술적인 장면을 그림으로 표현하세요.',어려움,"[수평선, 흔적, 동굴]",163,2025-07-22 03:34:09
,시,이미지화,시의 정서를 시각화하세요: '차가운 돌이(가) 중심이 된 서정적이고 예술적인 장면을 그림으로 표현하세요.',중간,"[수평선, 백조, 침묵]",239,2025-07-22 03:33:09
,시,이미지화,시의 정서를 시각화하세요: '은빛 안개이(가) 중심이 된 서정적이고 예술적인 장면을 그림으로 표현하세요.',쉬움,"[밀물, 불안, 잠자리]",233,2025-07-22 03:32:09
,시,이미지화,시의 정서를 시각화하세요: '잔향이(가) 중심이 된 서정적이고 예술적인 장면을 그림으로 표현하세요.',쉬움,"[이끼, 동굴, 옅은 그림자]",89,2025-07-22 03:31:09
,시,이미지화,시의 정서를 시각화하세요: '나선계단이(가) 중심이 된 서정적이고 예술적인 장면을 그림으로 표현하세요.',중간,"[침묵, 환상, 파초]",296,2025-07-22 03:30:09
,시,이미지화,시의 정서를 시각화하세요: '밀물이(가) 중심이 된 서정적이고 예술적인 장면을 그림으로 표현하세요.',중간,"[청동, 은하수, 나선계단]",204,2025-07-22 03:29:09
,시,이미지화,시의 정서를 시각화하세요: '잠자리이(가) 중심이 된 서정적이고 예술적인 장면을 그림으로 표현하세요.',어려움,"[이끼, 작은 종, 침묵]",180,2025-07-22 03:28:09
,시,이미지화,시의 정서를 시각화하세요: '환상이(가) 중심이 된 서정적이고 예술적인 장면을 그림으로 표현하세요.',어려움,"[밀물, 침묵, 옅은 그림자]",202,2025-07-22 03:27:09
,시,이미지화,시의 정서를 시각화하세요: '수정이(가) 중심이 된 서정적이고 예술적인 장면을 그림으로 표현하세요.',중간,"[바람결, 황금빛, 잠자리]",228,2025-07-22 03:26:09
,시,이미지화,시의 정서를 시각화하세요: '흔적이(가) 중심이 된 서정적이고 예술적인 장면을 그림으로 표현하세요.',쉬움,"[은하수, 푸른 불꽃, 달의 고리]",225,2025-07-22 03:25:09
,시,이미지화,시의 정서를 시각화하세요: '수평선이(가) 중심이 된 서정적이고 예술적인 장면을 그림으로 표현하세요.',어려움,"[거품, 청동, 수정]",218,2025-07-22 03:24:09
,시,이미지화,시의 정서를 시각화하세요: '잔향이(가) 중심이 된 서정적이고 예술적인 장면을 그림으로 표현하세요.',쉬움,"[수정, 파초, 불안]",151,2025-07-22 03:23:09
,시,이미지화,시의 정서를 시각화하세요: '은하수이(가) 중심이 된 서정적이고 예술적인 장면을 그림으로 표현하세요.',쉬움,"[빛의 파편, 동굴, 밀물]",269,2025-07-22 03:22:09
,시,이미지화,시의 정서를 시각화하세요: '잔향이(가) 중심이 된 서정적이고 예술적인 장면을 그림으로 표현하세요.',중간,"[차가운 돌, 환상, 밀물]",115,2025-07-22 03:21:09
,시,이미지화,시의 정서를 시각화하세요: '파편화이(가) 중심이 된 서정적이고 예술적인 장면을 그림으로 표현하세요.',어려움,"[나선계단, 이끼, 흔적]",198,2025-07-22 03:20:09
