id,category,type,prompt,difficulty,keywords,length,created_at
601,시,시 구조 변형 연습,주어진 '꺼진 가로등'을 4가지 시 형식으로 나누어 표현하세요.,중간,"['빈 노트', '묵은 향기', '닳은 운동화끈']",105,2025-07-23 15:47:47
602,시,시 구조 변형 연습,'열린 창문 틈'이라는 구절을 바탕으로 4가지 시 형태로 확장하세요.,쉬움,"['낡은 표지판', '버려진 라디오', '멈춘 엘리베이터']",82,2025-07-23 15:48:47
603,시,시 구조 변형 연습,'늦은 버스 정류장' 문장을 바탕으로 4가지 스타일의 시를 완성하세요.,중간,"['흐린 유리컵', '빛바랜 간판', '흐린 조명']",140,2025-07-23 15:49:47
604,시,시 구조 변형 연습,'흐린 아침 하늘' 문장을 바탕으로 4가지 스타일의 시를 완성하세요.,중간,"['젖은 신문지', '꺼진 벽시계', '덜컥거리는 문']",135,2025-07-23 15:50:47
605,시,시 구조 변형 연습,"문장 '빨래 널린 옥상'을 자유시, 3행시, 하이쿠, 산문시로 변형해보세요.",어려움,"['묵은 향기', '멈춘 선풍기', '잔뜩 쌓인 먼지']",72,2025-07-23 15:51:47
606,시,시 구조 변형 연습,'늦은 버스 정류장'이라는 구절을 바탕으로 4가지 시 형태로 확장하세요.,어려움,"['비어 있는 병', '버려진 컵', '조용한 신호등']",122,2025-07-23 15:52:47
607,시,시 구조 변형 연습,'빈 카페 테이블'이라는 구절을 바탕으로 4가지 시 형태로 확장하세요.,쉬움,"['비어 있는 병', '젖은 신문지', '멈춘 선풍기']",60,2025-07-23 15:53:47
608,시,시 구조 변형 연습,"'낡은 노트북'을 이용해 자유시, 3행시, 하이쿠, 산문시로 재구성하세요.",중간,"['조용한 신호등', '덜컥거리는 문', '낡은 사다리']",52,2025-07-23 15:54:47
609,시,시 구조 변형 연습,'지하철 플랫폼' 문장을 바탕으로 4가지 스타일의 시를 완성하세요.,쉬움,"['고장난 전화기', '묵은 향기', '버려진 박스']",59,2025-07-23 15:55:47
610,시,시 구조 변형 연습,'문 닫힌 상점' 문장을 바탕으로 4가지 스타일의 시를 완성하세요.,쉬움,"['멈춘 엘리베이터', '지저분한 벽화', '녹슨 열쇠']",88,2025-07-23 15:56:47
611,시,시 구조 변형 연습,"문장 '흩날린 전단지'을 자유시, 3행시, 하이쿠, 산문시로 변형해보세요.",중간,"['잿빛 하늘', '찢어진 표지판', '비어 있는 잔']",82,2025-07-23 15:57:47
612,시,시 구조 변형 연습,'빈 카페 테이블'을 변주하여 서로 다른 네 종류의 시로 작성하세요.,쉬움,"['지워진 낙서', '낡은 플래카드', '쌓인 박스']",143,2025-07-23 15:58:47
613,시,시 구조 변형 연습,"문장 '열린 창문 틈'을 자유시, 3행시, 하이쿠, 산문시로 변형해보세요.",중간,"['버려진 노트', '끊어진 전선', '꺼진 전구']",63,2025-07-23 15:59:47
