id,category,type,prompt,difficulty,keywords,length,created_at
,시,주제 변주,"주제 변주 시 연습 (겨울과 불씨, 속삭임과 침묵 교차 시): 주제 '겨울과 불씨'를 심리적 긴장감을 살려 2~3행 시를 작성하세요. (단어: 별빛 조각, 고요한 연못, 흐린 하늘)",쉬움,"[별빛 조각, 고요한 연못, 흐린 하늘]",51,2025-07-16 05:20:00
,시,주제 변주,"주제 변주 시 연습 (꿈의 잔해, 찬란한 대조 시): 주제 '꿈의 잔해'를 고요한 단조 톤으로 4행 시로 작성하세요. (단어: 달빛 가루, 검은 별빛, 고요한 바람결)",어려움,"[달빛 가루, 검은 별빛, 고요한 바람결]",51,2025-07-16 05:19:00
,시,주제 변주,"주제 변주 시 연습 (빛과 그림자, 속삭임과 침묵 교차 시): 주제 '빛과 그림자'를 대구와 반복으로 4행 시로 만드세요. (단어: 빛바랜 노을, 붉은 구름, 서리 낀 계곡)",어려움,"[빛바랜 노을, 붉은 구름, 서리 낀 계곡]",76,2025-07-16 05:18:00
,시,주제 변주,"주제 변주 시 연습 (하늘과 별자리, 심리적 긴장감을 담은 시): 주제 '하늘과 별자리'를 대구와 반복으로 4행 시로 만드세요. (단어: 은빛 별무리, 푸른 불씨, 은빛 이슬)",중간,"[은빛 별무리, 푸른 불씨, 은빛 이슬]",116,2025-07-16 05:17:00
,시,주제 변주,"주제 변주 시 연습 (고요와 소리, 고요한 단조 시): 주제 '고요와 소리'를 고요한 단조 톤으로 4행 시로 작성하세요. (단어: 별빛 초승, 흐린 유리, 빛바랜 파편)",쉬움,"[별빛 초승, 흐린 유리, 빛바랜 파편]",86,2025-07-16 05:16:00
,시,주제 변주,"주제 변주 시 연습 (겨울과 불씨, 심리적 긴장감을 담은 시): 주제 '겨울과 불씨'를 대구와 반복으로 4행 시로 만드세요. (단어: 흐린 하늘빛, 흐린 새벽, 황혼빛 바다)",어려움,"[흐린 하늘빛, 흐린 새벽, 황혼빛 바다]",57,2025-07-16 05:15:00
,시,주제 변주,"주제 변주 시 연습 (잃어버린 길, 속도감 있는 리듬 시): 주제 '잃어버린 길'를 속도감 있는 리듬으로 3행 시를 작성하세요. (단어: 황금빛 파도, 별빛 불씨, 황혼의 구름)",쉬움,"[황금빛 파도, 별빛 불씨, 황혼의 구름]",54,2025-07-16 05:14:00
,시,주제 변주,"주제 변주 시 연습 (도시의 밤, 시각적 대비 강조 시): 주제 '도시의 밤'를 고요한 단조 톤으로 4행 시로 작성하세요. (단어: 흐린 계곡, 차가운 달빛, 달 그림자)",쉬움,"[흐린 계곡, 차가운 달빛, 달 그림자]",112,2025-07-16 05:13:00
,시,주제 변주,"주제 변주 시 연습 (도시의 밤, 자유로운 산문형 시): 주제 '도시의 밤'를 대구와 반복으로 4행 시로 만드세요. (단어: 철문 소리, 별빛 모래, 밤의 초승)",중간,"[철문 소리, 별빛 모래, 밤의 초승]",92,2025-07-16 05:12:00
,시,주제 변주,"주제 변주 시 연습 (추억의 잔상, 심리적 긴장감을 담은 시): 주제 '추억의 잔상'를 어두운 서사적 분위기로 3~5행 시를 작성하세요. (단어: 은빛 하늘빛, 서리 낀 안개, 푸른 모래)",쉬움,"[은빛 하늘빛, 서리 낀 안개, 푸른 모래]",52,2025-07-16 05:11:00
,시,주제 변주,"주제 변주 시 연습 (추억의 잔상, 몽환적 이미지 중심 시): 주제 '추억의 잔상'를 시각적 대비로 3행 시를 작성하세요. (단어: 붉은 잎새, 불 꺼진 가로등, 푸른 하늘빛)",어려움,"[붉은 잎새, 불 꺼진 가로등, 푸른 하늘빛]",104,2025-07-16 05:10:00
,시,주제 변주,"주제 변주 시 연습 (고요와 소리, 찬란한 대조 시): 주제 '고요와 소리'를 대구와 반복으로 4행 시로 만드세요. (단어: 흐릿한 별자리, 서리 낀 초원, 밤의 불빛)",쉬움,"[흐릿한 별자리, 서리 낀 초원, 밤의 불빛]",109,2025-07-16 05:09:00
,시,주제 변주,"주제 변주 시 연습 (고요와 소리, 찬란한 대조 시): 주제 '고요와 소리'를 찬란한 대조로 3행 시를 만드세요. (단어: 황금빛 바람, 노을빛 불빛, 차갑게 언 나무)",중간,"[황금빛 바람, 노을빛 불빛, 차갑게 언 나무]",79,2025-07-16 05:08:00
,시,주제 변주,"주제 변주 시 연습 (어린 시절 기억, 찬란한 대조 시): 주제 '어린 시절 기억'를 시각적 대비로 3행 시를 작성하세요. (단어: 흐린 별빛, 달빛 노을, 황혼의 잎새)",쉬움,"[흐린 별빛, 달빛 노을, 황혼의 잎새]",91,2025-07-16 05:07:00
,시,주제 변주,"주제 변주 시 연습 (잃어버린 길, 자유로운 산문형 시): 주제 '잃어버린 길'를 시각적 대비로 3행 시를 작성하세요. (단어: 황혼빛 모래, 달빛 잔해, 검은 파도)",중간,"[황혼빛 모래, 달빛 잔해, 검은 파도]",114,2025-07-16 05:06:00
,시,주제 변주,"주제 변주 시 연습 (꿈의 잔해, 대구와 반복을 활용한 시): 주제 '꿈의 잔해'를 몽환적인 이미지로 2~3행 시로 표현하세요. (단어: 속삭이는 잎새, 노을빛 초원, 빛바랜 하늘)",어려움,"[속삭이는 잎새, 노을빛 초원, 빛바랜 하늘]",113,2025-07-16 05:05:00
